release_year,length,genre,rating,imdb_votes,gross_US_CA,imdb_score
2007,114,6,13,278948,20.3,7.6
2013,103,0,13,278762,28.8,6.5
1967,106,5,10,278721,104.95,8.0
2012,132,0,11,277899,73.08,6.6
1998,98,0,11,277456,141.15,7.0
2008,120,0,11,277335,75.75,7.0
2002,100,0,13,277319,40.12,6.6
2019,169,7,13,277023,211.59,6.5
2019,122,0,11,276912,85.71,7.3
2004,115,5,11,276898,279.26,6.3
2007,127,2,11,276749,38.63,7.6
2020,151,0,11,276602,46.37,5.4
2011,107,3,10,276102,123.48,7.2
2010,107,0,11,275984,119.22,6.6
2003,121,0,13,275935,51.97,7.0
2012,140,6,13,275586,21.38,7.3
2002,81,6,13,275187,46.57,7.1
2002,117,6,13,274782,104.45,7.7
2000,120,0,11,274755,128.08,7.9
2001,136,9,13,274641,100.61,6.9
1993,125,5,11,274596,219.2,7.1
1990,181,2,11,274535,184.21,8.0
2010,140,0,11,274399,105.27,6.6
1996,139,5,13,274184,153.95,7.3
1999,89,5,13,274025,10.82,7.6
2015,92,7,13,273989,25.14,6.9
2021,92,0,13,273785,27.27,7.4
2010,95,3,10,273570,148.42,7.3
2019,128,2,10,273550,355.56,6.9
1995,119,0,13,273414,65.81,6.8
2004,131,0,11,273206,120.18,6.0
2018,135,4,13,272336,49.28,7.5
2012,113,5,11,272200,79.73,6.2
1959,121,5,12,272030,25.0,8.2
2003,138,0,11,272023,132.18,5.6
2004,80,7,13,272018,5.82,8.1
1992,138,7,13,271768,141.34,7.7
1997,155,7,13,271496,26.4,7.9
1989,83,3,4,270912,111.54,7.6
2007,92,0,10,270211,131.92,5.6
2000,88,5,13,269722,157.02,6.2
1977,93,5,10,269588,39.2,8.0
2016,123,0,11,269289,47.37,6.7
1999,81,12,13,269009,140.54,6.5
2014,106,0,11,268913,92.17,6.9
1973,129,5,10,268446,159.6,8.3
2001,131,0,13,267849,51.4,7.5
2004,108,7,11,267718,114.2,6.6
2000,104,5,10,267602,260.04,6.3
2015,119,7,13,267293,8.7,7.1
1994,141,0,13,267242,146.28,7.3
2017,114,6,11,267085,102.83,6.5
1988,155,7,13,266776,11.99,8.5
1987,102,0,13,266045,53.42,7.6
2001,124,4,13,265936,52.99,7.5
1987,109,0,13,265154,65.21,7.6
2012,110,5,13,264923,15.02,7.1
2017,140,0,11,264848,146.88,7.4
2012,150,4,11,264820,182.21,7.3
2011,113,0,11,264760,63.69,6.8
2016,106,7,11,264326,56.25,7.4
2012,91,3,10,263900,148.31,7.0
2000,98,12,13,263828,53.33,6.7
2010,117,0,11,262742,77.22,6.7
1975,125,4,13,262470,50.0,8.0
1995,130,0,11,261978,106.6,7.2
2011,106,16,11,261919,62.5,7.0
1965,132,21,13,261633,15.0,8.2
2012,110,12,13,261535,48.09,6.8
2001,108,5,13,261419,145.1,6.4
1991,142,2,10,261406,119.65,6.8
2004,101,0,13,261078,59.02,7.3
2019,123,0,11,260806,316.83,6.7
1982,93,0,13,260785,47.21,7.7
2008,96,5,11,260581,23.22,7.1
2017,107,6,13,260414,33.8,7.7
2014,138,0,11,259736,101.2,5.8
2019,100,3,4,259729,434.04,7.7
2008,141,4,13,259231,35.74,7.8
2010,102,5,11,259167,162.0,5.9
2015,131,0,11,259164,81.7,6.3
2005,93,12,13,259014,87.04,6.6
2012,118,0,11,258988,58.88,6.2
2015,121,5,11,258821,75.76,7.1
1997,125,0,11,258548,107.33,3.7
2015,120,0,13,258067,31.57,6.8
2011,104,2,13,258005,37.41,6.9
2008,114,0,13,257754,5.69,7.2
1995,121,0,11,257745,184.03,5.4
2008,123,6,11,257599,81.16,6.8
2015,105,5,13,257206,53.86,6.6
2003,147,0,13,257160,138.61,6.6
2022,161,0,11,256774,453.72,6.7
2006,147,6,13,256674,2.22,7.5
2011,117,0,13,256606,51.58,6.7
2004,92,5,11,256441,114.33,6.7
2005,136,4,11,256390,119.52,7.8
2012,84,0,11,255944,64.58,7.0
2007,107,17,13,255890,3.68,7.2
2012,109,0,13,255421,41.0,7.6
2003,90,15,13,255084,52.16,7.3
2006,88,0,13,254739,27.83,6.9
1981,149,7,13,254594,11.49,8.4
2008,108,5,11,254564,144.13,6.5
2012,115,2,11,253684,292.3,5.5
1997,109,0,13,253082,47.75,6.2
2009,94,3,10,252140,196.57,6.9
2019,118,3,10,252089,543.64,6.8
2011,117,5,11,251858,103.03,6.4
2019,129,7,11,251724,111.05,6.6
2012,131,0,11,251498,65.42,5.8
2010,124,0,11,251061,300.53,5.0
2014,100,12,13,250912,14.67,6.8
2016,122,0,11,250840,158.85,7.0
2008,124,7,13,250749,34.19,7.6
2007,97,2,11,250709,93.47,7.4
1998,178,7,11,250491,44.62,7.2
2001,97,5,13,250246,71.54,6.8
1998,132,0,13,249802,111.55,7.3
2008,121,7,11,249730,83.08,7.1
2007,100,6,13,249453,17.11,7.6
2003,116,5,11,249448,105.81,6.4
2015,120,0,13,249382,110.83,7.0
2013,115,0,13,248598,25.13,6.7
2011,123,7,11,248569,7.1,8.3
1963,172,2,3,248539,12.1,8.2
2010,103,0,11,248058,67.63,6.0
1952,103,5,4,247674,8.82,8.3
1993,125,7,11,247624,77.32,7.7
2020,109,0,13,247353,84.16,6.0
1980,88,5,10,247101,83.4,7.7
1936,87,5,4,247061,0.16,8.5
1984,91,12,13,246863,25.5,7.4
1997,89,2,11,246457,53.88,7.0
2012,116,4,13,246304,37.4,7.2
2011,110,0,11,246124,36.39,6.0
2007,86,12,13,245918,107.92,6.3
2000,109,0,13,245813,39.24,7.1
2013,114,0,11,245616,61.74,6.6
2015,91,3,10,245615,336.05,6.4
2015,124,0,13,245591,52.42,7.3
2011,117,2,11,245363,281.29,4.9
2011,115,5,13,244923,82.58,7.3
2000,119,2,13,244749,39.79,6.6
2009,111,7,13,244632,0.06,7.2
2000,154,7,13,244577,5.38,8.1
2015,114,0,11,244519,155.19,6.1
2019,123,2,11,244455,50.19,6.5
2011,100,5,11,244357,44.67,7.9
2007,124,0,10,244216,219.96,6.5
1959,212,2,4,244180,74.7,8.1
2015,119,0,11,244127,130.18,6.2
2007,110,0,11,244115,115.8,5.3
2020,97,7,11,244089,160.07,7.2
2005,96,0,13,243734,31.49,7.4
2011,118,6,13,243501,58.01,7.3
1965,172,4,4,243142,163.21,8.1
2006,97,7,11,243075,10.14,7.2
1993,118,7,11,242957,9.17,7.7
1999,108,0,13,242752,0.03,7.7
2000,116,5,13,242618,90.57,6.6
2013,90,5,13,242568,24.48,6.5
2021,134,2,11,242483,86.1,7.3
2009,87,3,10,242379,21.0,7.9
2018,100,0,13,242217,69.18,6.9
2009,90,3,10,241929,124.87,6.9
2016,118,4,11,241680,51.74,8.0
2011,111,0,11,241235,55.1,6.1
1994,119,0,13,241059,50.28,7.2
1987,100,7,11,241007,0.62,7.0
2003,124,6,13,240660,16.29,7.6
2009,100,3,10,240527,75.29,7.7
2022,125,0,11,240438,168.15,6.3
2007,105,6,11,240011,80.21,6.8
1999,95,0,11,239229,206.04,6.6
1997,93,3,4,239142,99.05,7.3
2009,121,0,11,239071,79.96,6.2
2016,127,4,10,239025,169.61,7.8
2013,150,0,11,238483,89.3,6.4
2017,136,0,11,238318,226.01,6.6
2017,104,12,13,238212,30.23,6.6
2004,127,7,13,238211,370.78,7.2
2009,141,7,13,238093,0.0,7.8
2016,102,6,13,237659,26.86,7.6
2009,123,12,13,237649,41.6,7.0
1997,90,7,13,237272,0.5,7.2
2017,118,0,13,237002,75.47,6.9
2008,92,0,13,236913,42.75,7.0
2003,88,5,13,236548,75.59,7.0
2016,117,0,11,236126,128.34,6.8
2010,107,0,13,236017,52.0,6.4
2020,124,7,13,235827,70.41,7.1
1982,191,4,10,235776,52.77,8.0
2011,107,3,10,235708,77.59,7.3
2011,108,5,13,235702,70.66,6.2
2013,98,5,11,235470,66.38,6.8
2006,125,12,13,235390,46.98,6.5
2011,96,3,4,235326,143.62,6.9
2008,89,3,10,234999,180.01,6.6
2008,99,5,13,234979,67.29,6.8
2002,113,5,11,234921,170.69,7.2
1996,120,7,11,234803,46.35,6.7
2004,119,0,13,234608,57.76,6.6
2021,97,0,11,234445,213.55,5.9
2017,121,7,13,234050,17.8,6.6
2021,102,3,10,233791,96.09,7.2
1996,92,5,11,233595,38.62,7.0
1999,88,3,4,233469,171.09,7.3
1996,106,5,11,233451,37.77,6.4
1984,106,5,10,232944,148.17,7.3
2014,117,0,11,232722,58.61,6.1
2014,119,0,11,232714,23.02,6.2
2016,123,0,11,232567,162.43,6.6
2008,128,0,13,232424,39.39,7.0
2014,94,12,9,232257,0.92,6.8
1993,119,6,13,232188,12.28,7.9
2006,113,5,11,231943,40.14,7.5
2016,118,0,9,231908,2.13,7.6
2005,99,2,13,231874,26.02,7.2
1984,126,0,10,231810,90.82,7.3
2005,164,0,13,231379,47.4,7.5
2005,103,5,13,230823,4.24,7.5
1996,129,6,13,229906,56.12,7.7
2012,114,2,11,229705,19.02,7.5
2016,114,4,13,229610,43.03,7.1
2013,85,12,13,229517,64.47,5.7
1996,147,6,13,229404,49.1,7.5
2004,109,5,13,229062,14.59,6.7
1998,123,5,13,228768,100.32,7.1
2019,109,7,13,228320,0.43,7.4
1988,104,5,10,228278,114.97,7.3
1995,97,5,11,227724,56.63,6.9
2008,94,7,11,227724,9.03,7.7
1940,125,5,4,227683,0.29,8.4
2013,131,0,11,227612,73.1,6.3
2001,96,5,11,227452,96.52,6.4
2018,110,0,11,227440,140.22,6.3
1989,95,5,13,227431,92.82,7.7
2003,138,0,11,227341,93.93,7.4
2012,115,0,13,227127,126.37,6.7
2001,90,0,11,227002,226.16,6.6
1994,92,5,13,226680,3.15,7.7
2004,96,5,10,226367,44.54,6.9
2004,104,7,13,226082,33.99,7.2
2011,101,7,13,225716,40.96,7.1
2017,119,4,13,225660,30.01,7.5
2011,119,0,11,225379,100.24,6.0
1957,161,2,10,224753,44.91,8.1
2005,92,5,13,224659,24.79,7.5
2002,117,0,13,224480,82.35,6.7
2022,116,0,11,224283,148.65,6.3
2016,118,5,13,224201,5.88,7.8
1992,128,7,13,224190,82.52,7.4
1999,93,5,11,224089,163.48,6.4
1990,127,7,11,224059,217.63,7.1
1995,90,2,11,223747,108.39,6.4
2009,96,5,13,223525,88.92,6.4
2003,103,0,11,223494,102.54,5.3
2006,102,0,10,223449,70.27,7.1
1993,144,6,13,223360,36.95,7.9
2001,119,0,11,223006,180.01,5.7
2002,133,0,11,222985,160.94,6.1
2015,121,0,11,222971,43.48,7.1
2017,126,0,11,222570,39.18,6.7
1964,99,0,13,222386,14.5,7.9
1999,130,2,13,222016,30.65,7.3
2008,110,0,11,221865,130.32,6.5
2005,124,7,13,221794,23.09,7.6
2013,129,0,13,221761,49.88,6.4
2014,114,2,13,221472,30.64,7.3
2004,100,3,4,221351,183.37,6.6
2013,98,3,10,221230,187.17,7.2
2000,113,4,10,221112,115.65,7.8
2008,114,7,13,220899,2.12,7.9
2003,106,5,11,220505,135.65,6.2
1969,110,4,10,219970,102.31,8.0
2017,107,0,11,219753,40.56,6.3
2019,137,0,11,219724,173.96,6.5
1990,107,7,13,219664,61.28,7.8
1998,119,5,10,219651,115.82,6.7
2004,102,5,13,219348,26.78,7.4
2009,152,6,13,219173,10.1,7.8
2018,119,0,11,218762,58.25,6.3
2013,113,0,13,218455,46.0,6.7
2012,88,5,13,218166,54.73,6.6
2012,113,5,13,218160,57.01,6.7
2016,132,0,11,217836,93.43,6.8
2008,119,7,13,217817,22.91,7.3
2013,109,0,13,217753,75.61,6.7
1999,139,6,13,217752,81.3,7.4
2008,96,3,10,217661,114.05,6.8
2021,113,0,11,217620,100.92,6.3
2015,115,5,13,217574,81.48,6.3
2000,109,0,11,217483,106.81,6.3
2022,130,12,13,217352,123.28,6.8
1981,85,12,8,216846,2.4,7.4
2019,135,7,10,216696,108.1,7.8
2008,150,0,10,216109,141.62,6.5
2002,101,7,10,215013,41.28,7.3
2012,88,3,10,214898,161.32,6.5
2002,94,0,11,214849,213.31,6.2
1985,91,7,10,214832,127.87,6.9
2014,101,0,11,214047,191.2,5.8
2004,92,5,13,213980,17.72,6.6
1988,117,5,13,213750,128.15,7.1
2004,108,2,10,213591,118.63,6.8
2007,126,5,11,213578,53.7,7.0
2010,95,3,10,213237,238.37,6.3
2009,129,7,13,213212,6.39,8.2
2001,100,0,11,213087,131.14,5.7
2000,127,5,11,213047,182.81,6.4
2008,105,0,13,212835,36.32,6.4
1989,108,0,10,212676,112.49,6.6
1979,88,0,13,212344,8.75,6.8
2000,147,6,13,211650,124.12,7.6
2009,118,0,11,211382,152.27,5.7
2000,78,3,4,211216,89.3,7.4
2008,91,2,13,211144,64.51,5.0
2009,105,5,13,211002,71.44,7.0
2003,96,5,13,210550,104.57,6.3
2013,88,0,13,210526,55.7,6.1
2013,130,2,10,210513,234.91,6.3
2013,98,0,13,210377,67.35,5.2
2007,113,6,13,210342,39.02,7.2
2010,112,5,13,210007,32.37,6.7
2007,107,3,10,209572,127.81,7.1
2011,101,0,13,209098,4.11,7.6
1999,81,3,13,208943,52.04,7.7
2009,99,12,11,208709,42.1,6.6
2004,106,4,10,208571,51.68,7.7
2013,119,5,11,208488,44.67,6.3
2017,125,4,11,208098,56.47,7.4
1971,100,8,4,208020,4.0,7.8
2015,147,4,13,207899,161.2,7.8
2016,87,3,10,207444,368.38,6.5
2005,87,0,11,207432,43.1,6.3
1977,138,7,10,207426,132.09,7.6
2013,98,5,11,207132,33.41,7.3
1999,86,3,10,206981,23.16,8.1
2009,102,5,11,206905,64.17,6.4
1988,104,3,10,206853,156.45,7.7
2018,119,4,13,206828,34.37,7.5
1992,127,7,13,206816,117.73,7.0
2008,113,0,11,206779,100.02,5.6
2007,98,6,13,206599,35.19,6.4
2011,92,5,13,206588,100.29,5.6
1990,135,0,10,205956,122.01,7.5
2011,127,7,13,205868,24.15,7.0
2007,91,2,13,205478,11.9,7.2
2000,131,4,13,205310,125.6,7.4
1980,133,0,0,205015,57.23,7.9
1986,120,6,13,204918,8.55,7.7
1937,83,3,3,204835,184.93,7.6
2004,101,0,11,204835,80.28,5.6
2022,159,4,11,204685,151.04,7.3
1985,132,7,13,204406,9.93,7.9
2013,100,0,11,204381,60.52,4.8
1999,128,0,11,204352,126.94,6.4
1998,100,9,13,204147,14.38,7.6
2006,106,0,13,203988,62.32,6.7
2014,122,5,13,203868,3.11,8.1
2004,94,0,13,203688,51.2,6.1
1989,97,5,11,203566,71.32,7.5
1996,88,3,10,202973,90.46,6.5
2009,105,2,10,202929,177.24,6.0
1991,128,6,13,202643,79.1,7.3
2016,115,0,11,202479,54.65,5.6
2010,112,7,13,202108,9.74,7.3
2005,109,2,10,202082,51.09,6.7
2004,119,0,13,202070,24.01,7.2
1998,80,0,13,201893,7.27,7.7
2011,111,0,11,201882,40.26,6.8
1997,124,0,13,201709,172.96,6.5
1996,113,0,11,201582,241.72,6.4
2004,96,7,11,201449,48.02,6.5
2009,106,0,13,201376,65.45,6.4
1995,177,0,11,201365,88.25,6.3
2010,98,0,11,201321,81.56,6.8
2010,109,0,11,201286,76.42,6.3
2013,91,7,13,200498,1.01,6.9
2014,92,0,11,200394,56.28,6.2
2010,133,0,11,200245,21.15,7.3
2019,152,7,13,200197,31.58,7.3
1982,99,7,10,200148,125.05,6.8
2010,105,0,13,200100,26.59,6.6
2004,88,2,13,200074,18.23,7.0
2004,98,5,11,199965,57.23,6.3
2016,89,3,13,199937,97.69,6.1
2011,101,7,8,199854,4.0,7.2
1991,143,0,11,199586,165.5,6.9
2007,94,0,13,199520,50.65,6.2
2011,106,3,4,199044,191.45,6.2
2006,108,6,13,198749,80.24,6.2
1997,119,0,11,198627,125.33,6.5
2017,115,0,13,198571,51.69,6.7
2016,107,0,11,198514,127.44,6.3
2012,104,7,11,198308,125.01,6.8
2021,127,0,11,197938,116.99,6.6
2002,85,3,10,197824,145.79,7.3
2000,84,3,4,197744,106.83,7.1
2007,165,7,10,197069,1.22,8.3
2014,108,0,11,197063,89.26,6.0
1998,139,0,11,196872,136.31,5.4
1999,97,7,13,196554,38.33,6.8
2002,115,5,13,196420,22.25,7.7
1987,96,2,10,196399,38.12,7.1
1994,116,0,11,196094,71.57,7.0
2016,161,4,9,196086,12.39,8.3
1999,127,4,13,195879,28.87,7.3
1993,113,0,13,195615,40.9,7.6
2004,127,5,13,195523,71.5,7.5
2014,141,6,13,195480,47.12,7.4
2000,121,7,11,195475,71.51,7.3
2017,110,0,11,195399,80.1,5.4
2005,125,4,13,195142,62.66,7.0
1964,110,0,10,194794,51.08,7.7
1997,120,12,13,194694,101.36,6.3
1963,119,7,11,194673,11.4,7.6
1996,162,7,13,194310,78.65,7.4
1976,98,12,13,193685,33.8,7.4
2003,132,6,9,193608,0.01,8.1
2010,118,2,10,193191,88.76,5.8
2019,113,0,11,193132,65.85,5.7
2018,141,4,11,193009,44.94,7.3
1995,81,3,4,193008,141.6,6.7
2014,116,5,13,192985,43.14,6.1
2013,106,6,13,192821,32.17,7.1
1988,124,3,13,192320,0.55,8.0
2017,116,0,13,192293,58.06,5.5
2001,132,0,11,192207,56.57,6.9
2014,153,5,9,192189,10.62,8.1
2007,113,2,11,192038,70.11,6.1
1998,170,7,13,192014,36.4,7.6
2017,115,0,13,191960,51.34,7.1
2016,112,6,13,191844,75.4,6.5
2012,99,0,11,191813,83.67,5.7
2018,100,0,13,191698,11.98,7.5
2010,140,0,10,191689,176.59,6.2
2006,108,3,10,191619,198.0,6.4
2005,144,4,11,191604,61.65,8.0
2018,140,0,13,191561,46.87,6.6
2015,119,4,13,191420,11.11,7.1
2001,99,0,13,190980,69.77,6.5
2015,127,0,11,190854,47.39,5.3
1984,105,0,13,190687,234.76,7.3
2000,98,0,11,190524,125.31,5.6
2021,124,2,11,190465,129.36,7.1
2008,118,0,11,190369,101.11,6.6
1995,104,0,13,190320,25.63,7.1
1991,122,0,13,190118,43.22,7.2
2006,108,5,11,190074,148.21,6.6
1998,136,0,11,190003,94.1,6.8
2006,123,4,13,189994,17.61,7.6
2012,103,0,11,189908,54.76,6.3
1993,103,5,13,189660,7.99,7.6
1998,93,5,13,189602,17.11,7.6
1986,96,7,13,189594,40.46,7.6
2015,132,4,13,189559,1.87,6.9
1994,102,0,13,189422,50.69,7.5
2014,86,5,13,189181,3.33,7.6
2019,132,0,11,188966,110.5,6.0
2004,90,3,10,188878,160.86,6.0
1967,78,3,4,188801,141.84,7.6
2015,112,7,11,188562,42.48,7.2
2011,112,5,13,188187,37.24,6.3
1999,133,15,13,187761,18.66,6.7
1931,87,5,4,187728,0.02,8.5
1998,122,0,13,187652,41.62,7.2
2012,93,3,10,187618,216.39,6.8
2001,120,7,11,187493,50.34,7.4
2021,119,0,13,187482,27.47,7.1
2011,135,7,13,187309,3.03,7.1
2004,105,0,13,187297,2.34,7.3
2019,99,0,13,187220,73.12,6.7
2012,95,7,11,187209,54.33,6.4
2002,101,5,11,187104,41.39,7.1
2007,191,0,13,187058,25.04,7.5
2014,126,0,11,186916,39.32,6.1
2017,136,0,11,186899,41.19,6.4
1997,96,12,13,186774,26.67,6.6
2007,160,4,13,186288,3.9,7.5
2013,119,5,11,186055,127.35,6.3
1960,125,5,3,185662,18.6,8.3
2015,130,0,10,185580,93.44,6.4
2005,113,5,11,185469,158.12,6.4
2010,89,5,13,185427,0.22,7.5
1981,96,0,13,185235,12.47,7.6
2013,100,9,11,185118,71.63,6.2
2015,123,4,13,184969,62.58,6.9
2008,111,6,13,184693,30.06,7.2
1968,112,2,4,184349,33.4,8.0
2005,94,12,13,184243,47.33,5.9
2002,120,0,11,183979,53.71,7.9
2013,110,0,11,183865,122.52,5.7
2000,113,5,13,183772,27.29,7.4
1992,81,5,13,183532,11.5,7.4
2019,128,0,13,183300,62.25,6.2
2016,120,0,11,183043,103.14,5.2
1993,115,0,13,182807,58.06,6.7
1989,140,2,11,182782,54.46,7.5
2012,130,7,11,182689,21.59,7.4
1998,120,0,11,182552,140.46,6.2
2010,131,7,13,182533,6.86,8.3
2002,124,0,11,182435,142.11,5.8
2011,116,0,11,182210,83.55,5.7
2012,97,3,10,182169,103.41,7.2
1998,84,7,13,182166,3.22,7.3
2004,113,0,13,181846,52.41,5.8
1993,105,5,10,181706,126.53,6.8
2007,113,0,13,181668,39.57,6.6
2015,105,2,10,181528,201.15,6.9
2010,109,5,13,181489,60.97,6.3
2002,135,7,13,181283,13.06,7.6
2016,121,0,11,181204,34.34,6.2
1989,114,0,13,181139,147.25,7.2
2006,83,3,10,181005,155.02,6.7
2019,121,4,13,180968,96.37,7.3
1967,127,6,5,180767,16.22,8.1
2016,110,0,11,180683,126.64,6.2
2008,99,5,11,180442,80.28,6.1
2022,147,0,11,180388,376.85,5.6
2011,139,7,11,179918,13.3,6.8
1995,98,6,9,179823,0.31,8.1
2019,103,3,10,179784,477.37,6.8
1954,105,6,10,179708,0.01,8.2
2008,101,5,13,179692,31.46,6.5
2021,110,0,13,179512,42.2,6.0
1978,143,0,10,179348,134.22,7.4
2010,101,5,13,179339,50.29,6.4
2011,90,3,10,179298,149.26,6.6
1994,127,4,13,179197,5.89,7.8
2013,91,12,13,179195,54.24,6.5
2003,110,0,11,179125,66.47,5.8
1993,133,4,13,179063,25.01,8.1
2018,120,5,11,178977,174.53,6.9
2016,127,2,11,178965,87.24,6.7
2012,138,7,13,178863,16.38,7.1
2017,140,4,13,178258,28.78,7.4
2014,108,5,13,177662,54.45,6.3
1964,139,5,4,177561,102.27,7.8
1927,153,7,9,177472,1.24,8.3
2009,89,0,11,177351,38.58,6.3
2021,148,0,13,177287,1.0,5.7
2016,108,3,10,177280,270.4,7.1
2018,113,0,11,177115,143.01,5.6
2009,129,5,11,177085,93.95,6.4
1992,112,0,13,176281,75.51,7.7
2013,117,0,13,176060,159.58,6.6
2006,107,12,13,175818,41.78,6.4
2008,128,4,13,175792,31.84,7.5
2018,101,3,11,175709,32.02,7.8
2013,106,12,11,175655,83.59,6.5
1999,118,6,13,175495,66.52,6.7
1999,114,0,13,175352,60.65,7.1
2013,116,0,11,174982,53.26,6.6
1988,85,5,11,174906,78.76,7.6
1949,93,10,3,174725,0.45,8.1
2010,96,0,13,174648,60.13,5.8
1985,96,0,13,174317,150.42,6.5
1999,157,4,13,174256,28.97,7.8
2007,91,0,11,174043,140.13,6.2
2018,107,0,11,173980,101.03,6.1
2014,132,0,11,173718,43.58,6.4
1990,108,0,13,173633,30.67,6.3
2008,104,2,11,173538,79.37,5.5
2016,107,0,11,173372,61.43,7.1
2007,100,0,13,173337,39.69,6.2
2009,135,7,11,173222,43.82,6.6
1984,117,3,10,173144,0.5,8.0
1961,79,3,4,173010,144.88,7.3
2004,98,0,13,173000,32.79,7.2
2014,137,0,11,172981,115.64,7.2
2000,93,5,13,172817,68.54,6.5
2015,122,4,13,172686,17.77,7.2
2003,90,12,13,172664,46.96,6.2
2006,93,5,11,172592,118.59,6.3
1992,118,0,13,172555,144.73,6.7
2004,175,0,13,172477,34.3,5.6
1994,133,7,13,172142,66.64,7.5
2014,150,0,11,172080,65.01,6.0
2018,114,0,11,172069,127.2,6.7
1950,88,6,9,171934,0.1,8.2
2013,119,0,13,171871,42.03,6.4
1998,132,0,11,171868,56.97,6.5
1962,110,0,10,171862,16.07,7.2
2000,130,0,11,171833,182.62,6.5
2011,110,0,13,171540,83.5,6.0
2004,126,0,11,171240,51.88,6.3
2008,104,0,11,170826,31.72,6.0
2015,100,0,11,170740,56.12,4.3
2007,115,3,11,170482,82.16,6.3
1991,99,5,11,170410,113.5,6.9
2018,102,7,11,170259,26.02,7.6
1987,84,5,13,170113,5.92,7.7
1996,96,5,11,169986,60.24,6.1
1998,90,5,11,169776,161.49,6.1
1982,114,12,10,169616,76.61,7.3
2019,104,0,10,169521,144.11,6.5
2002,95,5,13,169446,17.84,7.3
2017,113,7,10,169311,132.42,7.9
2007,119,6,13,169186,49.03,7.2
1974,83,12,13,169100,30.86,7.4
2006,84,2,13,169088,0.44,6.5
2008,112,5,11,168985,31.97,7.1
2007,91,3,10,168849,126.63,6.1
1999,102,2,10,168378,71.58,7.4
2008,111,5,11,168209,76.81,6.1
2018,112,3,10,168120,201.09,7.0
2009,94,3,10,168027,198.35,6.4
2016,95,3,10,167934,143.53,7.1
1996,149,6,13,167884,108.77,7.5
2018,121,0,13,167391,102.08,6.7
1998,127,0,13,166986,130.44,6.6
2010,128,6,11,166923,15.54,7.2
2010,103,0,10,166797,131.56,4.0
1948,89,7,9,166724,0.33,8.3
2001,83,5,13,166608,71.31,5.3
1985,90,0,13,166320,35.1,6.7
2010,88,5,11,166189,98.71,6.3
2005,98,7,11,165972,89.71,6.3
2020,124,0,13,165814,206.31,6.5
2003,87,0,10,165773,28.08,6.2
2006,141,0,13,165672,13.76,7.9
2014,102,0,13,165376,13.76,6.5
2010,109,0,10,165365,63.15,6.1
1950,74,3,4,165314,85.0,7.3
2003,102,0,13,165303,56.36,6.3
2013,125,4,11,165283,83.3,7.5
2006,105,5,11,165250,2.34,6.3
2008,112,0,11,165234,102.49,5.2
1984,137,0,11,164986,30.93,6.3
2014,99,12,13,164535,84.27,5.4
2011,93,0,13,164309,29.12,6.5
2013,128,0,11,164276,38.36,6.2
2004,124,0,13,164211,33.68,6.4
2016,118,0,11,164092,58.7,6.1
2010,95,7,13,163993,1.03,7.0
2021,152,0,13,163896,10.85,7.4
2009,107,5,13,163764,16.03,6.8
1999,106,0,11,163444,113.81,4.9
2005,104,7,13,163356,1.01,7.0
2013,109,7,13,163349,8.11,7.9
2009,92,0,13,163308,45.8,6.5
2007,96,7,10,163210,82.27,7.2
2015,108,7,13,163192,43.77,7.0
2009,134,0,11,162930,37.49,7.3
2016,99,0,13,162892,62.68,5.9
1996,91,3,4,162840,100.14,7.0
2021,103,12,13,162718,90.12,6.9
1992,94,5,11,162641,121.7,7.0
2017,121,7,13,162625,2.29,7.0
1996,102,5,10,162286,33.08,7.0
2011,119,0,11,162247,98.78,5.8
1974,106,5,10,162135,86.3,8.0
2015,115,5,11,162001,184.3,6.4
2007,96,0,11,161887,18.21,6.2
2008,115,7,10,161818,143.15,7.0
2016,124,0,13,161720,40.1,7.1
1941,100,6,12,161586,2.11,8.0
2019,95,0,13,161490,28.71,6.8
1991,189,7,13,161117,70.41,8.0
1931,99,6,12,161004,0.03,8.3
1971,102,0,13,160831,35.9,7.7
2011,146,0,11,160787,79.88,7.2
1991,130,2,13,160755,45.36,7.5
1983,93,5,10,160573,20.61,7.9
2001,126,0,13,160456,0.03,7.0
2013,104,5,13,160317,16.17,7.4
1944,107,6,12,160148,5.72,8.3
2011,112,7,13,159733,1.74,7.5
2013,101,5,11,159672,133.67,5.3
1999,97,7,13,159629,4.86,7.2
2014,98,0,11,159612,72.69,6.0
2018,106,6,13,159611,159.34,6.5
1987,126,6,13,159435,43.85,7.3
1989,93,2,10,159369,130.72,6.4
2022,127,6,11,159226,45.63,6.3
2011,111,5,13,159205,38.18,6.2
2001,122,12,13,159073,31.6,6.7
2007,105,7,13,158843,7.16,7.4
2010,113,2,10,158828,104.39,6.3
1998,83,3,10,158796,90.76,6.5
2016,115,4,11,158771,12.79,7.2
1987,101,0,13,158230,38.12,6.7
2019,116,5,11,158203,73.29,6.8
2012,105,0,13,158158,37.52,5.9
2021,107,3,10,158104,54.72,7.3
2005,136,4,11,158052,67.26,7.3
1954,108,6,3,157922,9.6,8.1
2017,104,3,10,157911,175.75,7.3
1994,117,5,13,157860,52.7,7.1
2017,104,4,13,157841,21.12,7.3
2001,104,5,13,157556,30.09,6.8
2013,104,7,13,157534,13.24,7.4
2011,120,7,13,157382,3.19,7.6
2011,107,7,11,157340,13.84,7.0
2012,88,0,13,157319,62.32,6.3
1999,103,5,13,157283,106.89,6.7
